time,value
8.45,1051
8.5,999
8.55,967
8.6,1009
8.65,1097
8.7,1044
8.75,1076
8.8,963
8.85,1011
8.9,1025
8.95,1092
9.0,1003
9.05,1037
9.1,1024
9.15,1024
9.2,1002
9.25,1018
9.3,1035
9.35,1047
9.4,991
9.45,1075
9.5,1033
9.55,989
9.6,1056
9.65,1044
9.7,1015
9.75,1098
9.8,1078
9.85,1059
9.9,986
9.95,1048
10.0,1032
10.05,1068
10.1,1028
10.15,1103
10.2,1100
10.25,1056
10.3,1070
10.35,1052
10.4,1086
10.45,1049
10.5,1043
10.55,1090
10.6,1119
10.65,1055
10.7,1094
10.75,1099
10.8,1064
10.85,1045
10.9,1076
10.95,1053
11.0,1065
11.05,1129
11.1,1073
11.15,1039
11.2,1068
11.25,1087
11.3,1026
11.35,1073
11.4,1071
11.45,1060
11.5,1068
11.55,1071
11.6,1048
11.65,1083
11.7,1042
11.75,995
11.8,1075
11.85,1018
11.9,1116
11.95,1081
12.0,1053
12.05,1036
12.1,1091
12.15,1077
12.2,994
12.25,1029
12.3,1062
12.35,1029
12.4,980
12.45,1006
12.5,1060
12.55,1040
12.6,1025
12.65,1031
12.7,1027
12.75,1021
12.8,1012
12.85,1041
12.9,1088
12.95,1048
13.0,1102
13.05,1062
13.1,1029
13.15,1060
13.2,985
13.25,1071
13.3,1055
13.35,1011
13.4,1015
13.45,1121
13.5,1026
13.55,1020
13.6,1032
13.65,1065
13.7,1000
13.75,1045
13.8,1032
13.85,995
13.9,979
13.95,1105
14.0,1010
14.05,1007
14.1,1058
14.15,1033
14.2,1021
14.25,1046
14.3,1015
14.35,1042
14.4,1029
14.45,1028
14.5,1047
14.55,1002
14.6,972
14.65,1006
14.7,1074
14.75,1031
14.8,1018
14.85,1047
14.9,1012
14.95,1010
15.0,1082
15.05,1051
15.1,1065
15.15,1023
15.2,1091
15.25,1082
15.3,1038
15.35,993
15.4,1008
15.45,998
15.5,1073
15.55,1061
15.6,1071
15.65,1069
15.7,1028
15.75,1059
15.8,1014
15.85,1018
15.9,1057
15.95,1021
16.0,1043
16.05,1040
16.1,1056
16.15,1035
16.2,1020
16.25,1061
16.3,1023
16.35,1066
16.4,1055
16.45,1067
16.5,1056
16.55,1036
16.6,996
16.65,1011
16.7,1051
16.75,1051
16.8,1012
16.85,1060
16.9,1056
16.95,1005
17.0,1021
17.05,1054
17.1,1013
17.15,1109
17.2,1052
17.25,1045
17.3,1037
17.35,982
17.4,1057
17.45,1043
17.5,1032
17.55,1007
17.6,1077
17.65,1027
17.7,1054
17.75,1069
17.8,1122
17.85,1028
17.9,1056
17.95,1002
18.0,1055
18.05,1071
18.1,1070
18.15,1052
18.2,1027
18.25,993
18.3,1011
18.35,1003
18.4,999
18.45,1013
18.5,1071
18.55,998
18.6,996
18.65,1018
18.7,976
18.75,1027
18.8,1097
18.85,1116
18.9,1030
18.95,1017
19.0,1072
19.05,1014
19.1,1094
19.15,995
19.2,1072
19.25,1063
19.3,1046
19.35,1021
19.4,995
19.45,1108
19.5,1041
19.55,1016
19.6,997
19.65,1020
19.7,1076
19.75,1025
19.8,958
19.85,1028
19.9,1009
19.95,1105
20.0,1045
20.05,1059
20.1,1053
20.15,1020
20.2,1058
20.25,993
20.3,1043
20.35,1043
20.4,1036
20.45,1005
20.5,1063
20.55,1078
20.6,1021
20.65,1017
20.7,1074
20.75,1005
20.8,1083
20.85,1070
20.9,1076
20.95,1092
21.0,1096
21.05,1071
21.1,1048
21.15,1050
21.2,1029
21.25,1055
21.3,1028
21.35,1054
21.4,1042
21.45,1026
21.5,1036
21.55,1022
21.6,1027
21.65,1051
21.7,1077
21.75,1107
21.8,1040
21.85,1090
21.9,1085
21.95,1040
22.0,1080
22.05,1045
22.1,1067
22.15,1055
22.2,1036
22.25,1109
22.3,1075
22.35,1033
22.4,1076
22.45,1078
22.5,1032
22.55,1028
22.6,1022
22.65,1031
22.7,1029
22.75,1014
22.8,1047
22.85,1062
22.9,1065
22.95,1048
23.0,1026
23.05,1103
23.1,1093
23.15,1037
23.2,1094
23.25,1027
23.3,1064
23.35,1070
23.4,967
23.45,1028
23.5,1011
23.55,1066
23.6,1048
23.65,1109
23.7,1067
23.75,1061
23.8,1055
23.85,1033
23.9,1000
23.95,1064
24.0,1082
24.05,1022
24.1,1115
24.15,1074
24.2,1082
24.25,1057
24.3,1068
24.35,1027
24.4,1031
24.45,1061
24.5,1080
24.55,1038
24.6,1072
24.65,1048
24.7,1018
24.75,1057
24.8,1031
24.85,1088
24.9,1047
24.95,1124
25.0,1048
25.05,1054
25.1,1077
25.15,1031
25.2,1117
25.25,1067
25.3,1128
25.35,1094
25.4,1048
25.45,1058
25.5,1068
25.55,1062
25.6,1122
25.65,1017
25.7,1057
25.75,1069
25.8,1029
25.85,1042
25.9,1122
25.95,1021
26.0,1038
26.05,985
26.1,1044
26.15,1110
26.2,1059
26.25,1048
26.3,1087
26.35,1049
26.4,1044
26.45,1040
26.5,1066
26.55,1070
26.6,1019
26.65,1086
26.7,1020
26.75,1039
26.8,1074
26.85,1049
26.9,1057
26.95,1043
27.0,1009
27.05,1035
27.1,1019
27.15,1000
27.2,1052
27.25,1091
27.3,1041
27.35,976
27.4,1098
27.45,1093
27.5,1006
27.55,1096
27.6,989
27.65,1078
27.7,1079
27.75,1073
27.8,1037
27.85,1084
27.9,1067
27.95,957
28.0,1046
28.05,1062
28.1,1090
28.15,1022
28.2,1066
28.25,1061
28.3,1073
28.35,1065
28.4,1105
28.45,1093
28.5,1024
28.55,1070
28.6,1022
28.65,1118
28.7,1049
28.75,1138
28.8,1080
28.85,1007
28.9,1117
28.95,1026
29.0,1059
29.05,1061
29.1,1065
29.15,1045
29.2,1030
29.25,1126
29.3,1034
29.35,1068
29.4,1098
29.45,1093
29.5,1081
29.55,1102
29.6,1079
29.65,1033
29.7,1127
29.75,1102
29.8,1074
29.85,1034
29.9,1039
29.95,1068
30.0,1107
30.05,1102
30.1,1114
30.15,1110
30.2,1084
30.25,1039
30.3,1074
30.35,1097
30.4,1075
30.45,1026
30.5,1048
30.55,1038
30.6,1072
30.65,1062
30.7,1084
30.75,1062
30.8,1060
30.85,1029
30.9,1061
30.95,1099
31.0,1070
31.05,1082
31.1,1012
31.15,1102
31.2,1101
31.25,1037
31.3,1065
31.35,1083
31.4,1084
31.45,1124
31.5,1078
31.55,1103
31.6,1057
31.65,1094
31.7,1039
31.75,1077
31.8,1174
31.85,1082
31.9,1118
31.95,1064
32.0,1103
32.05,1006
32.1,1041
32.15,1055
32.2,1038
32.25,1092
32.3,1069
32.35,1080
32.4,1041
32.45,1065
32.5,1075
32.55,1064
32.6,1034
32.65,1100
32.7,1119
32.75,1075
32.8,1033
32.85,1035
32.9,1094
32.95,1069
33.0,1126
33.05,1097
33.1,1119
33.15,1072
33.2,1076
33.25,1116
33.3,1142
33.35,1093
33.4,1042
33.45,1085
33.5,1068
33.55,1041
33.6,1073
33.65,1142
33.7,1088
33.75,1132
33.8,1070
33.85,1118
33.9,1067
33.95,1070
34.0,1091
34.05,1060
34.1,1077
34.15,1071
34.2,1147
34.25,1119
34.3,1081
34.35,1060
34.4,1130
34.45,1035
34.5,1101
34.55,1085
34.6,1134
34.65,1070
34.7,1109
34.75,1041
34.8,1089
34.85,1123
34.9,1073
34.95,1110
35.0,1092
35.05,1017
35.1,1125
35.15,1066
35.2,1021
35.25,1113
35.3,1058
35.35,1071
35.4,1102
35.45,1082
35.5,1075
35.55,1076
35.6,1096
35.65,1091
35.7,1064
35.75,1062
35.8,1037
35.85,1072
35.9,1002
35.95,1094
36.0,1104
36.05,1134
36.1,1080
36.15,1122
36.2,1094
36.25,1097
36.3,1139
36.35,1075
36.4,1105
36.45,1101
36.5,1082
36.55,1087
36.6,1112
36.65,1080
36.7,1076
36.75,1115
36.8,1042
36.85,1077
36.9,1083
36.95,1052
37.0,1023
37.05,1104
37.1,1070
37.15,1105
37.2,1095
37.25,1036
37.3,1134
37.35,1107
37.4,1074
37.45,1135
37.5,1078
37.55,1031
37.6,1067
37.65,1064
37.7,1091
37.75,1107
37.8,1059
37.85,1122
37.9,1037
37.95,1115
38.0,1101
38.05,1072
38.1,1110
38.15,1058
38.2,1131
38.25,1051
38.3,1121
38.35,1064
38.4,1076
38.45,1060
38.5,1086
38.55,1100
38.6,1084
38.65,1091
38.7,1140
38.75,1116
38.8,1061
38.85,1114
38.9,1113
38.95,1090
39.0,1051
39.05,1118
39.1,1111
39.15,1142
39.2,1103
39.25,1093
39.3,1036
39.35,1041
39.4,1069
39.45,1041
39.5,1052
39.55,1111
39.6,1081
39.65,1051
39.7,1123
39.75,1101
39.8,1074
39.85,1062
39.9,1033
39.95,1103
40.0,1047
40.05,1112
40.1,1080
40.15,1070
40.2,1058
40.25,1097
40.3,1083
40.35,1066
40.4,1037
40.45,1024
40.5,1040
40.55,1103
40.6,1078
40.65,1078
40.7,1067
40.75,1118
40.8,1037
40.85,1085
40.9,1081
40.95,1068
41.0,1066
41.05,1076
41.1,1053
41.15,1058
41.2,1067
41.25,1088
41.3,1099
41.35,1100
41.4,1089
41.45,1089
41.5,1105
41.55,1080
41.6,1102
41.65,1094
41.7,1110
41.75,1041
41.8,1071
41.85,1034
41.9,1129
41.95,1107
42.0,1055
42.05,1034
42.1,1058
42.15,1064
42.2,1076
42.25,1081
42.3,993
42.35,1089
42.4,1100
42.45,1042
42.5,1082
42.55,1116
42.6,1093
42.65,1096
42.7,1125
42.75,1080
42.8,1100
42.85,1167
42.9,1085
42.95,1070
43.0,1032
43.05,1070
43.1,1099
43.15,1103
43.2,1085
43.25,1076
43.3,1061
43.35,1080
43.4,1109
43.45,1088
43.5,1183
43.55,1150
43.6,1090
43.65,1164
43.7,1126
43.75,1095
43.8,1119
43.85,1077
43.9,1134
43.95,1101
44.0,1125
44.05,1097
44.1,1094
44.15,1080
44.2,1092
44.25,1154
44.3,1095
44.35,1073
44.4,1083
44.45,1140
44.5,1106
44.55,1084
44.6,1165
44.65,1105
44.7,1147
44.75,1101
44.8,1089
44.85,1132
44.9,1089
44.95,1071
45.0,1050
45.05,1045
45.1,1112
45.15,1138
45.2,1087
45.25,1119
45.3,1103
45.35,1035
45.4,1134
45.45,1076
45.5,1041
45.55,1123
45.6,1074
45.65,1100
45.7,1114
45.75,1105
45.8,1052
45.85,1090
45.9,1139
45.95,1123
46.0,1022
46.05,1100
46.1,1148
46.15,1091
46.2,1130
46.25,1035
46.3,1158
46.35,1114
46.4,1062
46.45,1038
46.5,1067
46.55,1153
46.6,1053
46.65,1110
46.7,1103
46.75,1135
46.8,1108
46.85,1061
46.9,1160
46.95,1111
47.0,1090
47.05,1183
47.1,1103
47.15,1109
47.2,1107
47.25,1068
47.3,1130
47.35,1203
47.4,1134
47.45,1070
47.5,1146
47.55,1180
47.6,1144
47.65,1065
47.7,1123
47.75,1094
47.8,1134
47.85,1099
47.9,1081
47.95,1125
48.0,1047
48.05,1169
48.1,1113
48.15,1043
48.2,1100
48.25,1112
48.3,1025
48.35,1082
48.4,1170
48.45,1140
48.5,1096
48.55,1083
48.6,1136
48.65,1122
48.7,1075
48.75,1096
48.8,1084
48.85,1073
48.9,1022
48.95,1051
49.0,1077
49.05,1117
49.1,1092
49.15,1098
49.2,1116
49.25,1059
49.3,1084
49.35,1121
49.4,1116
49.45,1083
49.5,1115
49.55,1146
49.6,1111
49.65,1102
49.7,1142
49.75,1097
49.8,1086
49.85,1072
49.9,1072
49.95,1061
50.0,1085
50.05,992
50.1,1091
50.15,1086
50.2,1088
50.25,1081
50.3,1107
50.35,1095
50.4,1102
50.45,1066
50.5,1036
50.55,1151
50.6,1081
50.65,1060
50.7,1056
50.75,1084
50.8,1041
50.85,1123
50.9,1077
50.95,1123
51.0,1023
51.05,1175
51.1,1107
51.15,1073
51.2,1096
51.25,1157
51.3,1121
51.35,1056
51.4,1095
51.45,1090
51.5,1085
51.55,1151
51.6,1077
51.65,1050
51.7,1124
51.75,1069
51.8,1073
51.85,1055
51.9,1093
51.95,1124
52.0,1066
52.05,1094
52.1,1036
52.15,1060
52.2,1026
52.25,1167
52.3,1082
52.35,1063
52.4,1121
52.45,1057
52.5,1071
52.55,1099
52.6,1142
52.65,1026
52.7,1096
52.75,1080
52.8,1069
52.85,1090
52.9,1073
52.95,1029
53.0,1062
53.05,1082
53.1,1086
53.15,1114
53.2,1095
53.25,1060
53.3,1081
53.35,1095
53.4,1040
53.45,1081
53.5,1043
53.55,1022
53.6,1061
53.65,1081
53.7,1094
53.75,1078
53.8,1070
53.85,1066
53.9,1110
53.95,1133
54.0,1059
54.05,1093
54.1,1063
54.15,1011
54.2,1107
54.25,1020
54.3,1106
54.35,1099
54.4,1058
54.45,1062
54.5,1104
54.55,1080
54.6,1084
54.65,1039
54.7,1107
54.75,1095
54.8,1080
54.85,1087
54.9,1024
54.95,1051
55.0,1030
55.05,1084
55.1,1069
55.15,1124
55.2,1064
55.25,1058
55.3,1081
55.35,1057
55.4,1069
55.45,1008
55.5,1074
55.55,1053
55.6,1100
55.65,1012
55.7,1068
55.75,1084
55.8,1064
55.85,1073
55.9,1048
55.95,1090
56.0,1053
56.05,1019
56.1,1054
56.15,1047
56.2,1020
56.25,1082
56.3,1080
56.35,1074
56.4,1028
56.45,1099
56.5,1138
56.55,1015
56.6,987
56.65,1068
56.7,1028
56.75,1133
56.8,1113
56.85,1094
56.9,1074
56.95,1018
57.0,1116
57.05,1046
57.1,1111
57.15,1082
57.2,1104
57.25,1065
57.3,1057
57.35,1041
57.4,1093
57.45,1054
57.5,1112
57.55,1067
57.6,1031
57.65,1090
57.7,1091
57.75,1093
57.8,1085
57.85,1088
57.9,1082
57.95,1156
58.0,1062
58.05,1133
58.1,1139
58.15,1093
58.2,1102
58.25,1122
58.3,1047
58.35,1098
58.4,1108
58.45,1108
58.5,1108
58.55,1105
58.6,1110
58.65,1086
58.7,1083
58.75,1063
58.8,1071
58.85,1092
58.9,1100
58.95,1110
59.0,1028
59.05,1072
59.1,1097
59.15,1153
59.2,1117
59.25,1091
59.3,1122
59.35,1080
59.4,1129
59.45,1083
59.5,1070
59.55,1055
59.6,1062
59.65,1119
59.7,1062
59.75,1089
59.8,1074
59.85,1075
59.9,1108
59.95,1146
60.0,1084
60.05,1073
60.1,1032
60.15,1116
60.2,1049
60.25,1127
60.3,1130
60.35,1092
60.4,1131
60.45,1147
60.5,1147
60.55,1139
60.6,1083
60.65,1130
60.7,1145
60.75,1203
60.8,1168
60.85,1160
60.9,1152
60.95,1114
61.0,1129
61.05,1140
61.1,1160
61.15,1135
61.2,1163
61.25,1212
61.3,1154
61.35,1174
61.4,1244
61.45,1159
61.5,1154
61.55,1202
61.6,1169
61.65,1191
61.7,1149
61.75,1162
61.8,1144
61.85,1037
61.9,1176
61.95,1134
62.0,1174
62.05,1141
62.1,1177
62.15,1168
62.2,1098
62.25,1083
62.3,1179
62.35,1183
62.4,1129
62.45,1175
62.5,1134
62.55,1105
62.6,1080
62.65,1140
62.7,1150
62.75,1080
62.8,1174
62.85,1169
62.9,1229
62.95,1190
63.0,1161
63.05,1111
63.1,1163
63.15,1127
63.2,1156
63.25,1187
63.3,1131
63.35,1181
63.4,1203
63.45,1155
63.5,1203
63.55,1126
63.6,1155
63.65,1212
63.7,1168
63.75,1133
63.8,1131
63.85,1130
63.9,1123
63.95,1156
64.0,1141
64.05,1164
64.1,1186
64.15,1140
64.2,1128
64.25,1163
64.3,1173
64.35,1139
64.4,1208
64.45,1210
64.5,1239
64.55,1128
64.6,1169
64.65,1161
64.7,1123
64.75,1072
64.8,1072
64.85,1061
64.9,1039
64.95,1096
65.0,1074
65.05,1103
65.1,1101
65.15,1048
65.2,1058
65.25,1088
65.3,1072
65.35,1095
65.4,1034
65.45,1073
65.5,1109
65.55,991
65.6,1059
65.65,1078
65.7,1001
65.75,1110
65.8,1090
65.85,1069
65.9,1058
65.95,1079
66.0,1055
66.05,1083
66.1,1106
66.15,1080
66.2,1156
66.25,1099
66.3,1103
66.35,1141
66.4,1109
66.45,1102
66.5,1049
66.55,1135
66.6,1093
66.65,1197
66.7,1161
66.75,1092
66.8,1154
66.85,1042
66.9,1162
66.95,1145
67.0,1097
67.05,1028
67.1,1125
67.15,1166
67.2,1135
67.25,1114
67.3,1118
67.35,1092
67.4,1115
67.45,1128
67.5,1204
67.55,1110
67.6,1093
67.65,1171
67.7,1188
67.75,1121
67.8,1146
67.85,1112
67.9,1088
67.95,1172
68.0,1096
68.05,1119
68.1,1122
68.15,1106
68.2,1075
68.25,1119
68.3,1122
68.35,1183
68.4,1125
68.45,1075
68.5,1136
68.55,1074
68.6,1066
68.65,1096
68.7,1089
68.75,1126
68.8,1100
68.85,1187
68.9,1129
68.95,1170
69.0,1139
69.05,1154
69.1,1113
69.15,1171
69.2,1148
69.25,1167
69.3,1187
69.35,1100
69.4,1131
69.45,1156
69.5,1132
69.55,1206
69.6,1174
69.65,1201
69.7,1123
69.75,1090
69.8,1122
69.85,1096
69.9,1163
69.95,1059
70.0,996
70.05,1106
70.1,1084
70.15,1016
70.2,1070
70.25,1012
70.3,1079
70.35,1105
70.4,1114
70.45,1081
70.5,1056
70.55,1056
70.6,1075
70.65,1067
70.7,1101
70.75,1085
70.8,1120
70.85,1143
70.9,1138
70.95,1132
71.0,1108
71.05,1129
71.1,1153
71.15,1180
71.2,1131
71.25,1125
71.3,1118
71.35,1058
71.4,1019
71.45,1086
71.5,1085
71.55,1033
71.6,1125
71.65,1121
71.7,1102
71.75,1096
71.8,1131
71.85,1097
71.9,1092
71.95,1053
72.0,1050
72.05,1071
72.1,1064
72.15,1079
72.2,1049
72.25,1040
72.3,1089
72.35,1053
72.4,1145
72.45,1036
72.5,1083
72.55,1024
72.6,1058
72.65,1054
72.7,1129
72.75,1077
72.8,1119
72.85,1043
72.9,1079
72.95,1118
73.0,1082
73.05,1077
73.1,1082
73.15,1068
73.2,1098
73.25,1042
73.3,1092
73.35,1025
73.4,1076
73.45,1089
73.5,1069
73.55,1126
73.6,1080
73.65,1082
73.7,1090
73.75,1101
73.8,1076
73.85,1075
73.9,1104
73.95,1075
74.0,1033
74.05,1068
74.1,1094
74.15,1111
74.2,1080
74.25,1076
74.3,1052
74.35,1107
74.4,1097
74.45,1065
74.5,1069
74.55,1113
74.6,1081
74.65,1089
74.7,1076
74.75,1063
74.8,1161
74.85,1096
74.9,1067
74.95,1115
75.0,1134
75.05,1072
75.1,1138
75.15,1051
75.2,1107
75.25,1068
75.3,1061
75.35,1082
75.4,1120
75.45,1056
75.5,1111
75.55,1106
75.6,1111
75.65,1085
75.7,1149
75.75,1124
75.8,1149
75.85,1132
75.9,1078
75.95,1063
76.0,1110
76.05,1127
76.1,1142
76.15,1117
76.2,1155
76.25,1069
76.3,1092
76.35,1127
76.4,1032
76.45,1154
76.5,1137
76.55,1085
76.6,1108
76.65,1104
76.7,1087
76.75,1144
76.8,1105
76.85,1116
76.9,1053
76.95,1100
77.0,1127
77.05,1041
77.1,1023
77.15,1112
77.2,1040
77.25,1114
77.3,1084
77.35,1125
77.4,1184
77.45,1103
77.5,1125
77.55,1058
77.6,1061
77.65,1114
77.7,1084
77.75,1085
77.8,1146
77.85,1154
77.9,1116
77.95,1101
78.0,1029
78.05,1122
78.1,1166
78.15,1059
78.2,1095
78.25,1045
78.3,1111
78.35,1073
78.4,1066
78.45,1031
78.5,1061
78.55,1099
78.6,1110
78.65,1183
78.7,1085
78.75,1067
78.8,1142
78.85,1109
78.9,1151
78.95,1084
79.0,1117
79.05,1163
79.1,1078
79.15,1130
79.2,1175
79.25,1197
79.3,1101
79.35,1180
79.4,1128
79.45,1120
79.5,1050
79.55,1090
79.6,1093
79.65,1131
79.7,1094
79.75,1108
79.8,1075
79.85,1090
79.9,1056
79.95,1067
80.0,1061
80.05,1097
80.1,1104
80.15,1058
80.2,1060
80.25,1111
80.3,1077
80.35,1100
80.4,1094
80.45,1124
80.5,1095
80.55,1140
80.6,1147
80.65,1141
80.7,1082
80.75,1135
80.8,1089
80.85,1066
80.9,1115
80.95,1149
81.0,1152
81.05,1155
81.1,1071
81.15,1100
81.2,1054
81.25,1153
81.3,1127
81.35,1103
81.4,1158
81.45,1092
81.5,1116
81.55,1075
81.6,1050
81.65,1041
81.7,1093
81.75,1066
81.8,1037
81.85,1096
81.9,1151
81.95,1165
82.0,1121
82.05,1187
82.1,1065
82.15,1088
82.2,1058
82.25,1080
82.3,1040
82.35,1120
82.4,1119
82.45,1125
82.5,1102
82.55,1141
82.6,1154
82.65,1080
82.7,1059
82.75,1111
82.8,1101
82.85,1093
82.9,1127
82.95,1064
83.0,1136
83.05,1145
83.1,1070
83.15,1084
83.2,1105
83.25,1075
83.3,1171
83.35,1093
83.4,1061
83.45,1128
83.5,1011
83.55,1083
83.6,1230
83.65,1111
83.7,1081
83.75,1123
83.8,1117
83.85,1123
83.9,1097
83.95,1143
84.0,1135
84.05,1180
84.1,1120
84.15,1154
84.2,1153
84.25,1095
84.3,1112
84.35,1102
84.4,1149
84.45,1153
84.5,1087
84.55,1112
84.6,1140
84.65,1172
84.7,1181
84.75,1101
84.8,1130
84.85,1112
84.9,1092
84.95,1186
85.0,1162
85.05,1098
85.1,1150
85.15,1109
85.2,1137
85.25,1055
85.3,1072
85.35,1111
85.4,1092
85.45,1092
85.5,1102
85.55,1156
85.6,1115
85.65,1136
85.7,1103
85.75,1109
85.8,1137
85.85,1134
85.9,1126
85.95,1140
86.0,1153
86.05,1107
86.1,1100
86.15,1112
86.2,1136
86.25,1091
86.3,1119
86.35,1058
86.4,1107
86.45,1094
86.5,1164
86.55,1097
86.6,1055
86.65,1109
86.7,1062
86.75,1128
86.8,1074
86.85,1113
86.9,1108
86.95,1133
87.0,1160
87.05,1078
87.1,1156
87.15,1129
87.2,1086
87.25,1125
87.3,1097
87.35,1054
87.4,1150
87.45,1141
87.5,1158
87.55,1064
87.6,1127
87.65,1083
87.7,1144
87.75,1112
87.8,1100
87.85,1058
87.9,1105
87.95,1152
88.0,1080
88.05,1100
88.1,1149
88.15,1107
88.2,1104
88.25,1100
88.3,1142
88.35,1114
88.4,1118
88.45,1077
88.5,1141
88.55,1127
88.6,1083
88.65,1164
88.7,1034
88.75,1106
88.8,1202
88.85,1088
88.9,1155
88.95,1106
89.0,1087
89.05,1093
89.1,1126
89.15,1116
89.2,1148
89.25,1100
89.3,1136
89.35,1070
89.4,1038
89.45,1152
89.5,1110
89.55,1114
89.6,1129
89.65,1094
89.7,1129
89.75,1090
89.8,1118
89.85,1164
89.9,1079
89.95,1127
90.0,1094
90.05,1079
90.1,1150
90.15,1144
90.2,1121
90.25,1107
90.3,1170
90.35,1138
90.4,1164
90.45,1132
90.5,1174
90.55,1122
90.6,1098
90.65,1150
90.7,1082
90.75,1064
90.8,1174
90.85,1133
90.9,1095
90.95,1051
91.0,1146
91.05,1092
91.1,1137
91.15,1117
91.2,1129
91.25,1162
91.3,1148
91.35,1082
91.4,1167
91.45,1077
91.5,1127
91.55,1082
91.6,1092
91.65,1073
91.7,1137
91.75,1150
91.8,1126
91.85,1125
91.9,1067
91.95,1172
92.0,1119
92.05,1103
92.1,1142
92.15,1093
92.2,1083
92.25,1172
92.3,1156
92.35,1089
92.4,1126
92.45,1180
92.5,1114
92.55,1063
92.6,1103
92.65,1098
92.7,1079
92.75,1175
92.8,1120
92.85,1179
92.9,1131
92.95,1059
93.0,1131
93.05,1166
93.1,1073
93.15,1080
93.2,1106
93.25,1157
93.3,1110
93.35,1083
93.4,1120
93.45,1114
93.5,1071
93.55,1172
93.6,1157
93.65,1124
93.7,1105
93.75,1115
93.8,1132
93.85,1073
93.9,1080
93.95,1113
94.0,1077
94.05,1080
94.1,1103
94.15,1101
94.2,1160
94.25,1169
94.3,1087
94.35,1114
94.4,1116
94.45,1163
94.5,1149
94.55,1162
94.6,1097
94.65,1149
94.7,1146
94.75,1080
94.8,1084
94.85,1128
94.9,1108
94.95,1140
95.0,1107
95.05,1024
95.1,1089
95.15,1163
95.2,1125
95.25,1091
95.3,1159
95.35,1156
95.4,1162
95.45,1112
95.5,1108
95.55,1148
95.6,1153
95.65,1139
95.7,1210
95.75,1089
95.8,1152
95.85,1055
95.9,1156
95.95,1133
96.0,1091
96.05,1099
96.1,1115
96.15,1067
96.2,1107
96.25,1154
96.3,1134
96.35,1095
96.4,1117
96.45,1140
96.5,1135
96.55,1132
96.6,1168
96.65,1184
96.7,1090
96.75,1136
96.8,1060
96.85,1137
96.9,1182
96.95,1076
97.0,1098
97.05,1121
97.1,1180
97.15,1130
97.2,1066
97.25,1103
97.3,1141
97.35,1047
97.4,1075
97.45,1134
97.5,1126
97.55,1110
97.6,1096
97.65,1114
97.7,1141
97.75,1097
97.8,1145
97.85,1159
97.9,1109
97.95,1113
98.0,1102
98.05,1128
98.1,1133
98.15,1110
98.2,1122
98.25,1163
98.3,1116
98.35,1093
98.4,1180
98.45,1096
98.5,1122
98.55,1153
98.6,1111
98.65,1130
98.7,1103
98.75,1148
98.8,1115
98.85,1134
98.9,1070
98.95,1100
99.0,1117
99.05,1133
99.1,1192
99.15,1088
99.2,1182
99.25,1112
99.3,1138
99.35,1108
99.4,1090
99.45,1072
99.5,1111
99.55,1102
99.6,1125
99.65,1096
99.7,1128
99.75,1112
99.8,1073
99.85,1120
99.9,1157
99.95,1094
100.0,1138
100.05,1102
100.1,1152
100.15,1124
100.2,1062
100.25,1139
100.3,1110
100.35,1100
100.4,1154
100.45,1106
