time,value
18.45,1055
18.5,1018
18.55,1048
18.6,1113
18.65,1105
18.7,1085
18.75,1138
18.8,1074
18.85,1041
18.9,1126
18.95,1058
19.0,1112
19.05,1109
19.1,1085
19.15,1111
19.2,1057
19.25,1112
19.3,1096
19.35,1134
19.4,1062
19.45,1075
19.5,1102
19.55,1100
19.6,1098
19.65,1130
19.7,1082
19.75,1086
19.8,1084
19.85,1097
19.9,1098
19.95,1119
20.0,1095
20.05,1148
20.1,1034
20.15,1092
20.2,1133
20.25,1066
20.3,1091
20.35,1071
20.4,1107
20.45,1119
20.5,1116
20.55,1077
20.6,1140
20.65,1141
20.7,1145
20.75,1167
20.8,1103
20.85,1129
20.9,1129
20.95,1082
21.0,1118
21.05,1155
21.1,1083
21.15,1035
21.2,1033
21.25,1090
21.3,1035
21.35,1032
21.4,1076
21.45,1120
21.5,1077
21.55,1078
21.6,1115
21.65,1099
21.7,1124
21.75,1129
21.8,1076
21.85,1130
21.9,1113
21.95,1116
22.0,1102
22.05,1072
22.1,1108
22.15,1098
22.2,1055
22.25,1088
22.3,1065
22.35,1153
22.4,1073
22.45,1058
22.5,1167
22.55,1043
22.6,1065
22.65,1074
22.7,1036
22.75,1109
22.8,1123
22.85,1126
22.9,1148
22.95,1068
23.0,1152
23.05,1091
23.1,1164
23.15,1100
23.2,1081
23.25,1149
23.3,1133
23.35,1143
23.4,1123
23.45,1116
23.5,1100
23.55,1065
23.6,1156
23.65,1119
23.7,1160
23.75,1032
23.8,1088
23.85,1081
23.9,1093
23.95,1053
24.0,1143
24.05,1113
24.1,1105
24.15,1029
24.2,1121
24.25,1138
24.3,1115
24.35,1081
24.4,1096
24.45,1059
24.5,1129
24.55,1108
24.6,1027
24.65,1102
24.7,1084
24.75,1122
24.8,1112
24.85,1148
24.9,1036
24.95,1155
25.0,1106
25.05,1123
25.1,1091
25.15,1096
25.2,1025
25.25,1146
25.3,1158
25.35,1147
25.4,1180
25.45,1086
25.5,1093
25.55,1097
25.6,1087
25.65,1132
25.7,1150
25.75,1151
25.8,1144
25.85,1147
25.9,1177
25.95,1062
26.0,1110
26.05,1143
26.1,1111
26.15,1129
26.2,1173
26.25,1161
26.3,1102
26.35,1154
26.4,1164
26.45,1076
26.5,1122
26.55,1149
26.6,1093
26.65,1145
26.7,1120
26.75,1158
26.8,1127
26.85,1115
26.9,1078
26.95,1096
27.0,1098
27.05,1103
27.1,1121
27.15,1117
27.2,1099
27.25,1111
27.3,1100
27.35,1056
27.4,1080
27.45,1081
27.5,1123
27.55,1023
27.6,1050
27.65,1158
27.7,1099
27.75,1102
27.8,1116
27.85,1101
27.9,1065
27.95,1097
28.0,1055
28.05,1071
28.1,1104
28.15,1151
28.2,1105
28.25,1114
28.3,1150
28.35,1089
28.4,1071
28.45,1070
28.5,1073
28.55,1084
28.6,1072
28.65,1059
28.7,1097
28.75,1063
28.8,1122
28.85,1067
28.9,1035
28.95,1072
29.0,1106
29.05,1056
29.1,1061
29.15,1023
29.2,1098
29.25,1026
29.3,1065
29.35,1031
29.4,1090
29.45,1070
29.5,1047
29.55,1039
29.6,1041
29.65,1097
29.7,1093
29.75,1136
29.8,1092
29.85,1124
29.9,1057
29.95,1114
30.0,1032
30.05,1104
30.1,1116
30.15,1141
30.2,1121
30.25,1109
30.3,1066
30.35,1139
30.4,1068
30.45,1053
30.5,1115
30.55,1077
30.6,1109
30.65,1083
30.7,1094
30.75,1089
30.8,1090
30.85,1086
30.9,1097
30.95,1114
31.0,1064
31.05,1078
31.1,1101
31.15,1133
31.2,1092
31.25,1032
31.3,1097
31.35,1057
31.4,1131
31.45,1083
31.5,1119
31.55,1136
31.6,1089
31.65,1132
31.7,1077
31.75,1073
31.8,1110
31.85,1069
31.9,1118
31.95,1132
32.0,1115
32.05,1165
32.1,1178
32.15,1152
32.2,1115
32.25,1106
32.3,1127
32.35,1037
32.4,1147
32.45,1071
32.5,1054
32.55,1069
32.6,1080
32.65,1120
32.7,1078
32.75,1131
32.8,1066
32.85,1104
32.9,1105
32.95,1075
33.0,1123
33.05,1083
33.1,1101
33.15,1074
33.2,1070
33.25,1021
33.3,1079
33.35,1109
33.4,1183
33.45,1013
33.5,1110
33.55,1086
33.6,1078
33.65,1107
33.7,1081
33.75,1105
33.8,1013
33.85,1100
33.9,1098
33.95,1048
34.0,1049
34.05,1117
34.1,1053
34.15,1038
34.2,1062
34.25,1102
34.3,1067
34.35,1123
34.4,1110
34.45,990
34.5,1124
34.55,1112
34.6,1127
34.65,1046
34.7,1083
34.75,1106
34.8,1066
34.85,1024
34.9,1064
34.95,1037
35.0,1040
35.05,1105
35.1,1080
35.15,1063
35.2,1068
35.25,1074
35.3,1043
35.35,1084
35.4,1075
35.45,1044
35.5,1079
35.55,1068
35.6,1075
35.65,1085
35.7,1080
35.75,1025
35.8,1088
35.85,1078
35.9,1027
35.95,1042
36.0,1017
36.05,1051
36.1,1119
36.15,1127
36.2,1098
36.25,1066
36.3,1084
36.35,1050
36.4,1128
36.45,1056
36.5,1122
36.55,1073
36.6,1100
36.65,1044
36.7,1066
36.75,1041
36.8,1090
36.85,1090
36.9,1026
36.95,1082
37.0,1086
37.05,1117
37.1,1065
37.15,1095
37.2,1066
37.25,1028
37.3,1051
37.35,1170
37.4,1074
37.45,1123
37.5,1098
37.55,1015
37.6,1108
37.65,1081
37.7,1045
37.75,1102
37.8,1052
37.85,1054
37.9,1109
37.95,1062
38.0,1153
38.05,1053
38.1,1086
38.15,1045
38.2,1063
38.25,1043
38.3,1049
38.35,1035
38.4,1064
38.45,1084
38.5,1067
38.55,1058
38.6,1029
38.65,1022
38.7,1068
38.75,1077
38.8,1103
38.85,1100
38.9,1091
38.95,1036
39.0,1096
39.05,1090
39.1,1057
39.15,1148
39.2,1119
39.25,1126
39.3,1106
39.35,1098
39.4,1087
39.45,1152
39.5,1095
39.55,1081
39.6,1126
39.65,1114
39.7,1048
39.75,1116
39.8,1050
39.85,1084
39.9,1084
39.95,1106
40.0,1088
40.05,1053
40.1,1077
40.15,1088
40.2,1069
40.25,1051
40.3,1085
40.35,1048
40.4,1052
40.45,987
40.5,1078
40.55,1164
40.6,1105
40.65,1115
40.7,1085
40.75,1090
40.8,1064
40.85,1079
40.9,1120
40.95,1070
41.0,998
41.05,1124
41.1,1047
41.15,1053
41.2,1093
41.25,1080
41.3,1097
41.35,1128
41.4,1106
41.45,1103
41.5,1097
41.55,1110
41.6,1109
41.65,1051
41.7,1115
41.75,1026
41.8,1115
41.85,1044
41.9,1076
41.95,1090
42.0,1072
42.05,1090
42.1,1042
42.15,1132
42.2,1080
42.25,1079
42.3,1076
42.35,1104
42.4,1078
42.45,1075
42.5,1056
42.55,1120
42.6,1081
42.65,1129
42.7,1044
42.75,1045
42.8,1130
42.85,1078
42.9,1157
42.95,1130
43.0,1009
43.05,1053
43.1,1170
43.15,1067
43.2,1155
43.25,1039
43.3,1073
43.35,1035
43.4,1061
43.45,1144
43.5,1118
43.55,1054
43.6,1080
43.65,1088
43.7,1065
43.75,1137
43.8,1047
43.85,1016
43.9,1067
43.95,1090
44.0,1066
44.05,1092
44.1,1127
44.15,1087
44.2,1070
44.25,1144
44.3,1091
44.35,1021
44.4,1154
44.45,1012
44.5,1091
44.55,1089
44.6,1015
44.65,1117
44.7,1134
44.75,1070
44.8,1102
44.85,1118
44.9,1046
44.95,1113
45.0,1123
45.05,1087
45.1,1038
45.15,1108
45.2,1188
45.25,1085
45.3,1081
45.35,1104
45.4,1089
45.45,1087
45.5,1077
45.55,1070
45.6,1109
45.65,1131
45.7,1051
45.75,1079
45.8,1103
45.85,967
45.9,1008
45.95,1018
46.0,1066
46.05,1055
46.1,1034
46.15,1080
46.2,1060
46.25,1066
46.3,1032
46.35,1048
46.4,1026
46.45,1052
46.5,1100
46.55,1024
46.6,1049
46.65,1030
46.7,1061
46.75,1120
46.8,1077
46.85,1099
46.9,1109
46.95,1087
47.0,1085
47.05,1011
47.1,1025
47.15,1040
47.2,1086
47.25,1123
47.3,1062
47.35,1036
47.4,1072
47.45,1098
47.5,1087
47.55,1067
47.6,1095
47.65,1064
47.7,1080
47.75,1132
47.8,1069
47.85,1085
47.9,1049
47.95,1071
48.0,984
48.05,1109
48.1,1122
48.15,1080
48.2,1051
48.25,1100
48.3,1050
48.35,1099
48.4,1063
48.45,1039
48.5,1026
48.55,1090
48.6,1077
48.65,1058
48.7,1056
48.75,1100
48.8,1071
48.85,1122
48.9,1072
48.95,1035
49.0,1067
49.05,1064
49.1,1050
49.15,1102
49.2,996
49.25,1115
49.3,1105
49.35,1130
49.4,1108
49.45,1113
49.5,1084
49.55,1102
49.6,1117
49.65,1096
49.7,1072
49.75,1124
49.8,1035
49.85,1061
49.9,1084
49.95,1014
50.0,1046
50.05,1051
50.1,1067
50.15,1053
50.2,1161
50.25,1036
50.3,1107
50.35,1109
50.4,1138
50.45,1019
50.5,1052
50.55,1067
50.6,1103
50.65,1042
50.7,1121
50.75,1111
50.8,1012
50.85,1067
50.9,1058
50.95,1126
51.0,1104
51.05,1109
51.1,1046
51.15,1074
51.2,1093
51.25,996
51.3,1094
51.35,1080
51.4,1020
51.45,1062
51.5,1082
51.55,1075
51.6,1066
51.65,1059
51.7,1070
51.75,1030
51.8,1049
51.85,1100
51.9,1077
51.95,1073
52.0,1079
52.05,1051
52.1,1109
52.15,1044
52.2,1017
52.25,1120
52.3,1044
52.35,1127
52.4,1088
52.45,1068
52.5,1115
52.55,1074
52.6,1137
52.65,1128
52.7,1148
52.75,1088
52.8,1076
52.85,1059
52.9,1125
52.95,1052
53.0,1088
53.05,1059
53.1,1098
53.15,1105
53.2,1152
53.25,1076
53.3,1061
53.35,1087
53.4,1071
53.45,1084
53.5,1070
53.55,1076
53.6,1109
53.65,1095
53.7,1124
53.75,1097
53.8,1077
53.85,1086
53.9,1098
53.95,1106
54.0,1076
54.05,1086
54.1,1121
54.15,1093
54.2,1087
54.25,1077
54.3,1085
54.35,1131
54.4,1099
54.45,1093
54.5,1145
54.55,1093
54.6,1090
54.65,1151
54.7,1098
54.75,1105
54.8,1142
54.85,1057
54.9,1071
54.95,1092
55.0,1084
55.05,1087
55.1,1160
55.15,1046
55.2,1127
55.25,1101
55.3,1086
55.35,1101
55.4,1123
55.45,1187
55.5,1117
55.55,1082
55.6,1029
55.65,1087
55.7,1038
55.75,1027
55.8,1101
55.85,1126
55.9,1106
55.95,1066
56.0,1047
56.05,1077
56.1,1103
56.15,1071
56.2,1080
56.25,1084
56.3,1078
56.35,1102
56.4,1070
56.45,1123
56.5,1085
56.55,1027
56.6,1079
56.65,1099
56.7,1077
56.75,1071
56.8,1072
56.85,1055
56.9,1123
56.95,1049
57.0,1036
57.05,1048
57.1,1092
57.15,1026
57.2,1078
57.25,1040
57.3,1050
57.35,1095
57.4,1116
57.45,1070
57.5,1063
57.55,1090
57.6,1066
57.65,1128
57.7,1096
57.75,1084
57.8,1117
57.85,1095
57.9,1127
57.95,1133
58.0,1075
58.05,1044
58.1,1069
58.15,1126
58.2,1087
58.25,1125
58.3,1128
58.35,1087
58.4,1068
58.45,1078
58.5,1118
58.55,1150
58.6,1094
58.65,1129
58.7,1158
58.75,1114
58.8,1072
58.85,1079
58.9,1101
58.95,1045
59.0,1064
59.05,1089
59.1,1055
59.15,1090
59.2,1048
59.25,1108
59.3,1039
59.35,1088
59.4,1021
59.45,1086
59.5,1021
59.55,1097
59.6,1059
59.65,1031
59.7,1058
59.75,1042
59.8,1055
59.85,1059
59.9,1078
59.95,1036
60.0,1076
60.05,1082
60.1,1062
60.15,998
60.2,1005
60.25,1050
60.3,1064
60.35,1085
60.4,1079
60.45,1057
60.5,1035
60.55,1076
60.6,1058
60.65,1084
60.7,1080
60.75,1105
60.8,1070
60.85,1092
60.9,1066
60.95,1063
61.0,1117
61.05,1043
61.1,1024
61.15,1103
61.2,1056
61.25,1066
61.3,1119
61.35,1129
61.4,1088
61.45,1056
61.5,1056
61.55,1040
61.6,1069
61.65,1133
61.7,1057
61.75,1095
61.8,1123
61.85,1090
61.9,1094
61.95,1115
62.0,1091
62.05,1094
62.1,1044
62.15,1031
62.2,1049
62.25,1032
62.3,1065
62.35,1048
62.4,1050
62.45,1077
62.5,1039
62.55,1057
62.6,1050
62.65,1036
62.7,1134
62.75,1091
62.8,1076
62.85,1090
62.9,1082
62.95,1071
63.0,1064
63.05,1037
63.1,1077
63.15,1021
63.2,1082
63.25,1019
63.3,1102
63.35,1102
63.4,1039
63.45,1066
63.5,1086
63.55,1086
63.6,1038
63.65,1046
63.7,1102
63.75,1038
63.8,1128
63.85,1096
63.9,1060
63.95,1089
64.0,1075
64.05,1030
64.1,1020
64.15,1107
64.2,1108
64.25,1094
64.3,1044
64.35,1094
64.4,1053
64.45,1062
64.5,1082
64.55,1051
64.6,1039
64.65,1062
64.7,1141
64.75,1080
64.8,1097
64.85,1083
64.9,1089
64.95,1083
65.0,1049
65.05,1105
65.1,1082
65.15,1039
65.2,1028
65.25,1064
65.3,1097
65.35,1079
65.4,1011
65.45,1069
65.5,1048
65.55,1075
65.6,1084
65.65,1036
65.7,1016
65.75,1058
65.8,1043
65.85,1065
65.9,1058
65.95,1043
66.0,1070
66.05,1025
66.1,1016
66.15,1087
66.2,1109
66.25,1012
66.3,1045
66.35,1017
66.4,1044
66.45,1081
66.5,1045
66.55,1031
66.6,1054
66.65,1019
66.7,1033
66.75,1034
66.8,1043
66.85,1077
66.9,984
66.95,1026
67.0,1059
67.05,1039
67.1,1056
67.15,989
67.2,1053
67.25,1079
67.3,1100
67.35,1027
67.4,1032
67.45,1089
67.5,1077
67.55,1029
67.6,1065
67.65,1018
67.7,1002
67.75,1044
67.8,1078
67.85,1080
67.9,1045
67.95,1043
68.0,1017
68.05,1073
68.1,1067
68.15,1044
68.2,1106
68.25,1051
68.3,1035
68.35,1116
68.4,1009
68.45,1047
68.5,1122
68.55,1085
68.6,1000
68.65,1083
68.7,1041
68.75,1077
68.8,990
68.85,1001
68.9,1027
68.95,1034
69.0,1051
69.05,1072
69.1,1048
69.15,1069
69.2,1052
69.25,1050
69.3,1113
69.35,1049
69.4,1056
69.45,1063
69.5,1015
69.55,1093
69.6,1075
69.65,1098
69.7,1019
69.75,1081
69.8,1042
69.85,1082
69.9,1011
69.95,1052
70.0,991
70.05,1057
70.1,1019
70.15,1004
70.2,1098
70.25,1084
70.3,1051
70.35,1120
70.4,1059
70.45,1033
70.5,1015
70.55,1037
70.6,1068
70.65,1095
70.7,1142
70.75,1105
70.8,1101
70.85,1090
70.9,1108
70.95,1115
71.0,1031
71.05,1106
71.1,1045
71.15,1092
71.2,1074
71.25,1009
71.3,1101
71.35,1104
71.4,1113
71.45,1013
71.5,1151
71.55,1041
71.6,1034
71.65,1107
71.7,1115
71.75,1018
71.8,1032
71.85,1078
71.9,1094
71.95,1033
72.0,1097
72.05,1058
72.1,1022
72.15,1076
72.2,1052
72.25,1071
72.3,1118
72.35,1083
72.4,1055
72.45,1037
72.5,1030
72.55,1048
72.6,1033
72.65,1107
72.7,1054
72.75,1055
72.8,1102
72.85,1081
72.9,1050
72.95,1053
73.0,1079
73.05,1056
73.1,1042
73.15,1064
73.2,1076
73.25,1086
73.3,1069
73.35,986
73.4,1062
73.45,1027
73.5,1021
73.55,1013
73.6,1028
73.65,1049
73.7,1086
73.75,1092
73.8,1055
73.85,999
73.9,1080
73.95,1084
74.0,1093
74.05,1004
74.1,1037
74.15,1015
74.2,1089
74.25,1016
74.3,1061
74.35,1082
74.4,1069
74.45,1059
74.5,1051
74.55,1015
74.6,1005
74.65,1072
74.7,1088
74.75,1169
74.8,1026
74.85,1075
74.9,1075
74.95,1101
75.0,1019
75.05,1073
75.1,1058
75.15,1058
75.2,1042
75.25,1017
75.3,1063
75.35,1106
75.4,1055
75.45,1074
75.5,1097
75.55,1015
75.6,1055
75.65,1012
75.7,1103
75.75,1037
75.8,1048
75.85,1030
75.9,1060
75.95,1079
76.0,1048
76.05,1028
76.1,1007
76.15,1086
76.2,1013
76.25,1013
76.3,1079
76.35,1066
76.4,1052
76.45,1077
76.5,1091
76.55,1054
76.6,1069
76.65,1058
76.7,1052
76.75,1076
76.8,1075
76.85,1022
76.9,1069
76.95,1046
77.0,1069
77.05,1106
77.1,1078
77.15,1088
77.2,1084
77.25,1058
77.3,1054
77.35,1076
77.4,1020
77.45,1038
77.5,1050
77.55,1019
77.6,1029
77.65,1077
77.7,1098
77.75,1075
77.8,1070
77.85,1100
77.9,1103
77.95,1052
78.0,1014
78.05,1093
78.1,1034
78.15,1110
78.2,1032
78.25,1102
78.3,1086
78.35,1074
78.4,1033
78.45,1018
78.5,1047
78.55,1010
78.6,1090
78.65,1098
78.7,1024
78.75,1040
78.8,1101
78.85,1024
78.9,1089
78.95,1016
79.0,1100
79.05,1094
79.1,1087
79.15,1075
79.2,1084
79.25,1044
79.3,1014
79.35,1048
79.4,1055
79.45,1100
79.5,1106
79.55,1106
79.6,1097
79.65,1047
79.7,1096
79.75,1058
79.8,1060
79.85,1069
79.9,1081
79.95,1190
80.0,1091
80.05,1098
80.1,1048
80.15,1070
80.2,1072
80.25,1074
80.3,1054
80.35,1012
80.4,1096
80.45,1131
80.5,1043
80.55,1060
80.6,1111
80.65,1054
80.7,1078
80.75,1118
80.8,1060
80.85,992
80.9,1041
80.95,1043
81.0,1090
81.05,1053
81.1,1094
81.15,1067
81.2,1045
81.25,1095
81.3,1090
81.35,1011
81.4,1046
81.45,1027
81.5,1066
81.55,1028
81.6,1008
81.65,1042
81.7,1069
81.75,1021
81.8,1062
81.85,1095
81.9,1018
81.95,1016
82.0,1030
82.05,1053
82.1,1016
82.15,1101
82.2,1093
82.25,1077
82.3,1114
82.35,1138
82.4,1050
82.45,1014
82.5,1054
82.55,1059
82.6,1058
82.65,1080
82.7,1063
82.75,1094
82.8,1002
82.85,1015
82.9,1070
82.95,1047
83.0,1129
83.05,1062
83.1,1014
83.15,1105
83.2,1061
83.25,1081
83.3,1042
83.35,1106
83.4,1000
83.45,1087
83.5,1065
83.55,1060
83.6,1077
83.65,1030
83.7,1058
83.75,1066
83.8,1040
83.85,1040
83.9,1029
83.95,1045
84.0,1069
84.05,1060
84.1,1019
84.15,1087
84.2,1058
84.25,1021
84.3,1019
84.35,1064
84.4,991
84.45,1046
84.5,1069
84.55,1025
84.6,1044
84.65,1047
84.7,1083
84.75,1044
84.8,1064
84.85,1067
84.9,1011
84.95,1040
85.0,1003
85.05,1098
85.1,1059
85.15,1049
85.2,1034
85.25,1047
85.3,1002
85.35,1063
85.4,993
85.45,1080
85.5,1091
85.55,1044
85.6,1046
85.65,1084
85.7,1065
85.75,1091
85.8,1069
85.85,998
85.9,1084
85.95,1060
86.0,1034
86.05,1058
86.1,1070
86.15,994
86.2,1081
86.25,1026
86.3,1046
86.35,1088
86.4,1069
86.45,1097
86.5,1028
86.55,1031
86.6,1075
86.65,1073
86.7,1031
86.75,1064
86.8,1055
86.85,1063
86.9,1090
86.95,1093
87.0,1030
87.05,985
87.1,1070
87.15,1028
87.2,1055
87.25,1031
87.3,1026
87.35,1096
87.4,1074
87.45,1076
87.5,1029
87.55,1069
87.6,1033
87.65,1035
87.7,1043
87.75,1003
87.8,1108
87.85,1088
87.9,1129
87.95,1081
88.0,1042
88.05,1053
88.1,1049
88.15,960
88.2,1068
88.25,1053
88.3,1096
88.35,1005
88.4,1100
88.45,1048
88.5,1053
88.55,1010
88.6,1043
88.65,1041
88.7,1047
88.75,1095
88.8,1040
88.85,1012
88.9,1055
88.95,1058
89.0,1042
89.05,1087
89.1,1032
89.15,998
89.2,1013
89.25,1039
89.3,1032
89.35,1075
89.4,1048
89.45,1083
89.5,1086
89.55,1018
89.6,1039
89.65,1112
89.7,1034
89.75,1020
89.8,1059
89.85,1065
89.9,1041
89.95,1142
90.0,1060
90.05,1033
90.1,983
90.15,1032
90.2,951
90.25,1015
90.3,1069
90.35,1001
90.4,1068
90.45,1044
90.5,1039
90.55,1054
90.6,1098
90.65,1037
90.7,1057
90.75,1025
90.8,1058
90.85,1045
90.9,1032
90.95,1048
91.0,1092
91.05,1034
91.1,1125
91.15,1041
91.2,1026
91.25,1100
91.3,1053
91.35,1036
91.4,1074
91.45,1067
91.5,1021
91.55,1062
91.6,1117
91.65,1007
91.7,1090
91.75,1017
91.8,1076
91.85,1012
91.9,1066
91.95,1089
92.0,1096
92.05,1046
92.1,1027
92.15,1060
92.2,1063
92.25,1114
92.3,1083
92.35,1082
92.4,1055
92.45,1070
92.5,1052
92.55,1004
92.6,1079
92.65,1050
92.7,1051
92.75,1048
92.8,1066
92.85,1089
92.9,1077
92.95,1078
93.0,1072
93.05,1005
93.1,1121
93.15,1027
93.2,1039
93.25,1064
93.3,1061
93.35,1034
93.4,1037
93.45,1060
93.5,1031
93.55,1063
93.6,1060
93.65,1083
93.7,1052
93.75,1049
93.8,999
93.85,1106
93.9,1054
93.95,1067
94.0,1035
94.05,1060
94.1,1115
94.15,1027
94.2,1019
94.25,1014
94.3,1077
94.35,1048
94.4,1043
94.45,1077
94.5,1036
94.55,1051
94.6,1087
94.65,1046
94.7,1003
94.75,1041
94.8,1048
94.85,1073
94.9,1016
94.95,1123
95.0,1063
95.05,1035
95.1,1027
95.15,1117
95.2,1052
95.25,1105
95.3,1117
95.35,1053
95.4,1049
95.45,1039
95.5,1021
95.55,1035
95.6,1107
95.65,1074
95.7,1034
95.75,998
95.8,994
95.85,1064
95.9,1069
95.95,1071
96.0,1032
96.05,1132
96.1,1079
96.15,1104
96.2,1064
96.25,1004
96.3,1065
96.35,1047
96.4,1000
96.45,1069
96.5,1068
96.55,1140
96.6,1019
96.65,1101
96.7,1049
96.75,998
96.8,1071
96.85,1064
96.9,1015
96.95,1042
97.0,978
97.05,1058
97.1,1038
97.15,1048
97.2,1013
97.25,1049
97.3,1041
97.35,1052
97.4,1071
97.45,1078
97.5,1023
97.55,1024
97.6,1102
97.65,1032
97.7,1080
97.75,1002
97.8,1028
97.85,1028
97.9,1036
97.95,1007
98.0,1055
98.05,1048
98.1,1049
98.15,1037
98.2,1076
98.25,1086
98.3,1048
98.35,1102
98.4,1064
98.45,1060
98.5,1067
98.55,1082
98.6,1047
98.65,1077
98.7,1073
98.75,1061
98.8,1067
98.85,1043
98.9,1070
98.95,1086
99.0,1026
99.05,1069
99.1,1044
99.15,1041
99.2,966
99.25,1014
99.3,1072
99.35,1072
99.4,1064
99.45,1000
99.5,1034
99.55,1092
99.6,1082
99.65,1100
99.7,1047
99.75,1066
99.8,1067
99.85,1040
99.9,1109
99.95,1036
100.0,1086
100.05,1106
100.1,1052
100.15,1090
100.2,1057
